அஃதாவது:[[அஃதாவது, , , , , , , , , , , ]]
அதிகப்பிரசங்கி:[[அதிகப்பிரசங்கி, , , , , , , , , , , ]]
அதிகப்பிரசங்கித்தனம்:[[அதிகப்பிரசங்கித்தனம், , , , , , , , , , , ]]
அதிகம்:[[அதிகம், , , , , , , , , , , ]]
அதிகரி:[[அதிகரி, , , , , , , , , , , ]]
அதிகாரபூா்வம்:[[அதிகாரபர்ஆ்வம், null, , , , , , , , , , ]]
அதிகாரப்:[[அதிகாரம், ப், , , , , , , , , , ]]
அதிகாரப்பரவல்:[[அதிகாரப்பரவல், null, , , , , , , , , , ]]
அதிகாரம்:[[அதிகாரம், , , , , , , , , , , ]]
அதிகாரி:[[அதிகாரி, , , , , , , , , , , ]]
அதிகாலை:[[அதிகாலை, , , , , , , , , , , ]]
அதிசயப்பிறவி:[[அதிசயப்பிறவி, null, , , , , , , , , , ]]
அதிசயம்:[[அதிசயம், , , , , , , , , , , ]]
அதிசயி:[[அதிசயி, , , , , , , , , , , ]]
அதிபதி:[[அ, த், இ, , , , , , , , , ]]
அதிபா்:[[அதிபர், , , , , , , , , , , ]]
அதிமதுரம்:[[அதிமதுர், அம், , , , , , , , , , ]]
அதிரசம்:[[அதிரசம், , , , , , , , , , , ]]
அதிரடி:[[அதிர், அடி, , , , , , , , , , ]]
அதிரடிப்:[[அதிரடி, ப், , , , , , , , , , ]]
அதிருப்தி:[[அதிருப்தி, , , , , , , , , , , ]]
அதிருப்தியாளா்:[[அதிருப்தியாளர், null, , , , , , , , , , ]]
அதிர்ச்சி:[[அதிர்ச்சி, , , , , , , , , , , ]]
அதிர்ந்து:[[அதிர், ந், து, , , , , , , , , ]]
அதிர்வு:[[அதிர், வ், உ, , , , , , , , , ]]
அதிர்வெடி:[[அதிர்வெடி, null, , , , , , , , , , ]]
அதிர்வெண்:[[அதிர், வ், எண், , , , , , , , , ]]
அதிர்வேட்டு:[[அதிர்வேட்ட், உ, , , , , , , , , , ], [அதிர்வேட், உ, , , , , , , , , , ]]
அதிர்வேட்டு:[[அதிர்வேட்ட், உ, , , , , , , , , , ], [அதிர்வேட், உ, , , , , , , , , , ]]
அதிர்ஷ்டக்கட்டை:[[அதிர்ஷ்டக்கட்டை, null, , , , , , , , , , ]]
அதிர்ஷ்டம்:[[அதிர்ஷ்டம், , , , , , , , , , , ]]
அதிர்ஷ்டவசம்:[[அதிர்ஷ்டவசம், , , , , , , , , , , ]]
அதிவிரைவுப்படை:[[அதிவிரைவுப்படை, null, , , , , , , , , , ]]
அதீதம்:[[அத், ஈத், அம், , , , , , , , , ], [அதீ, த், அம், , , , , , , , , ], [அதீத், அம், , , , , , , , , , ], [அதீ, தம், , , , , , , , , , ]]
அதீதம்:[[அத், ஈத், அம், , , , , , , , , ], [அதீ, த், அம், , , , , , , , , ], [அதீத், அம், , , , , , , , , , ], [அதீ, தம், , , , , , , , , , ]]
அதீதம்:[[அத், ஈத், அம், , , , , , , , , ], [அதீ, த், அம், , , , , , , , , ], [அதீத், அம், , , , , , , , , , ], [அதீ, தம், , , , , , , , , , ]]
அதீதம்:[[அத், ஈத், அம், , , , , , , , , ], [அதீ, த், அம், , , , , , , , , ], [அதீத், அம், , , , , , , , , , ], [அதீ, தம், , , , , , , , , , ]]
அது:[[அத், உ, , , , , , , , , , ]]
அதுகாறும்:[[அதுகாற், உம், , , , , , , , , , ]]
அதுக்கு:[[அதுக்கு, , , , , , , , , , , ]]
அதுவரை:[[அது, வ், அரை, , , , , , , , , ], [அது, வர், ஐ, , , , , , , , , ], [அதுவ், அர், ஐ, , , , , , , , , ], [அத், உ, வரை, , , , , , , , , ], [அதுவர், ஐ, , , , , , , , , , ], [அது, வரை, , , , , , , , , , ], [அதுவ், அரை, , , , , , , , , , ]]
அதுவரை:[[அது, வ், அரை, , , , , , , , , ], [அது, வர், ஐ, , , , , , , , , ], [அதுவ், அர், ஐ, , , , , , , , , ], [அத், உ, வரை, , , , , , , , , ], [அதுவர், ஐ, , , , , , , , , , ], [அது, வரை, , , , , , , , , , ], [அதுவ், அரை, , , , , , , , , , ]]
அதுவரை:[[அது, வ், அரை, , , , , , , , , ], [அது, வர், ஐ, , , , , , , , , ], [அதுவ், அர், ஐ, , , , , , , , , ], [அத், உ, வரை, , , , , , , , , ], [அதுவர், ஐ, , , , , , , , , , ], [அது, வரை, , , , , , , , , , ], [அதுவ், அரை, , , , , , , , , , ]]
அதுவரை:[[அது, வ், அரை, , , , , , , , , ], [அது, வர், ஐ, , , , , , , , , ], [அதுவ், அர், ஐ, , , , , , , , , ], [அத், உ, வரை, , , , , , , , , ], [அதுவர், ஐ, , , , , , , , , , ], [அது, வரை, , , , , , , , , , ], [அதுவ், அரை, , , , , , , , , , ]]
அதுவரை:[[அது, வ், அரை, , , , , , , , , ], [அது, வர், ஐ, , , , , , , , , ], [அதுவ், அர், ஐ, , , , , , , , , ], [அத், உ, வரை, , , , , , , , , ], [அதுவர், ஐ, , , , , , , , , , ], [அது, வரை, , , , , , , , , , ], [அதுவ், அரை, , , , , , , , , , ]]
அதுவரை:[[அது, வ், அரை, , , , , , , , , ], [அது, வர், ஐ, , , , , , , , , ], [அதுவ், அர், ஐ, , , , , , , , , ], [அத், உ, வரை, , , , , , , , , ], [அதுவர், ஐ, , , , , , , , , , ], [அது, வரை, , , , , , , , , , ], [அதுவ், அரை, , , , , , , , , , ]]
அதுவரை:[[அது, வ், அரை, , , , , , , , , ], [அது, வர், ஐ, , , , , , , , , ], [அதுவ், அர், ஐ, , , , , , , , , ], [அத், உ, வரை, , , , , , , , , ], [அதுவர், ஐ, , , , , , , , , , ], [அது, வரை, , , , , , , , , , ], [அதுவ், அரை, , , , , , , , , , ]]
அதுவுமாக:[[அதுவு, ம், ஆக, , , , , , , , , ], [அதுவும், ஆக, , , , , , , , , , ]]
அதுவுமாக:[[அதுவு, ம், ஆக, , , , , , , , , ], [அதுவும், ஆக, , , , , , , , , , ]]
அதே:[[அத், ஏ, , , , , , , , , , ]]
அதை:[[அதை, , , , , , , , , , , ]]
அதைரியம்:[[அதைரியம், , , , , , , , , , , ]]
அதோ:[[அத், ஓ, , , , , , , , , , ]]
அதோகதி:[[அதோகதி, , , , , , , , , , , ]]
அதோடு:[[அ, த், ஓடு, , , , , , , , , ]]
அத்தகைய:[[அத்தகைய, , , , , , , , , , , ]]
அத்தனை:[[அ, த்த், அன், ஐ, , , , , , , , ]]
அத்தாட்சி:[[அத்தாட்சி, , , , , , , , , , , ]]
அத்தான்:[[அத்தான், , , , , , , , , , , ]]
அத்தா்:[[அத்தர், , , , , , , , , , , ]]
அத்தி:[[அத்தி, , , , , , , , , , , ]]
அத்தியட்சகா்:[[அத்தியட்சகர், null, , , , , , , , , , ]]
அத்தியாயம்:[[அத்தியாயம், , , , , , , , , , , ]]
அத்தியாவசியம்:[[அத்தியாவசியம், null, , , , , , , , , , ]]
அத்திவாரம்:[[அத்திவார், அம், , , , , , , , , , ]]
அத்து:[[அத்து, , , , , , , , , , , ]]
அத்துடன்:[[அத்து, உடன், , , , , , , , , , ]]
அத்துப்படி:[[அத்துப்படி, null, , , , , , , , , , ]]
அத்துமீறி:[[அத்துமீறி, null, , , , , , , , , , ]]
அத்துவானம்:[[அத்துவான், அம், , , , , , , , , , ]]
அத்துவைதம்:[[அத்துவைத், அம், , , , , , , , , , ]]
அத்துவைதி:[[அத்துவைதி, null, , , , , , , , , , ]]
அத்தை:[[அத்தை, , , , , , , , , , , ]]
அநாகரிகம்:[[அநாகரிகம், , , , , , , , , , , ]]
அநாதை:[[அநாதை, , , , , , , , , , , ]]
அநாதையாக:[[அநாதை, ய், ஆக, , , , , , , , , ]]
அநாமதேயம்:[[அநாமதேய், அம், , , , , , , , , , ]]
அநாயாசம்:[[அநாயாச், அம், , , , , , , , , , ]]
அநாவசியம்:[[அநாவசிய், அம், , , , , , , , , , ]]
அநித்தியம்:[[அநித்திய், அம், , , , , , , , , , ]]
அநியாயம்:[[அநியாயம், , , , , , , , , , , ]]
அநீதி:[[அநீதி, , , , , , , , , , , ]]
அநேகமாக:[[அநேகர், ம், ஆக, , , , , , , , , ]]
அநேகம்:[[அ, ந், ஏகம், , , , , , , , , ]]
அந்த:[[அந்து, அ, , , , , , , , , , ]]
அந்தகன்:[[அ, ந், தகன், , , , , , , , , ]]
அந்தகாரம்:[[அந்தகார், அம், , , , , , , , , , ]]
அந்தந்த:[[அந்தந்த, null, , , , , , , , , , ]]
அந்தப்படு:[[அந்தப்பட், உ, , , , , , , , , , ]]
அந்தப்புரம்:[[அந்தப்புரம், , , , , , , , , , , ]]
அந்தம்:[[அந்து, அம், , , , , , , , , , ]]
அந்தரங்கம்:[[அந்தரங்கம், , , , , , , , , , , ]]
அந்தரப்படுத்து:[[அந்தரப்படுத்து, null, , , , , , , , , , ]]
அந்தரம்:[[அ, ந், தரம், , , , , , , , , ]]
அந்தரி:[[அந்தரி, , , , , , , , , , , ]]
அந்தலை:[[அ, ந், தலை, , , , , , , , , ]]
அந்தஸ்து:[[அந்தஸ்து, , , , , , , , , , , ]]
அந்தாதி:[[அ, ந், தாதி, , , , , , , , , ]]
அந்தா்பல்டி:[[அந்தர்பல்டி, null, , , , , , , , , , ]]
அந்தி:[[அந்தி, , , , , , , , , , , ]]
அந்திமச்சடங்கு:[[அந்திமச்சடங்கு, null, , , , , , , , , , ]]
அந்திமந்தாரை:[[அந்திமந்தாரை, null, , , , , , , , , , ]]
அந்திமம்:[[அந்தி, ம், அம், , , , , , , , , ]]
அந்தியேட்டி:[[அந்தியேட்டி, null, , , , , , , , , , ]]
அந்துப்பூச்சி:[[அந்துப்பூச்சி, null, , , , , , , , , , ]]
அந்துருண்டை:[[அந்துருண்ட், ஐ, , , , , , , , , , ]]
அந்தோ:[[அந்து, ஓ, , , , , , , , , , ]]
அந்நாள்:[[அந், ந், ஆள், , , , , , , , , ], [அந்ந், ஆள், , , , , , , , , , ]]
அந்நாள்:[[அந், ந், ஆள், , , , , , , , , ], [அந்ந், ஆள், , , , , , , , , , ]]
அந்நியச்செலாவணி:[[அந்நியச்செலாவணி, null, , , , , , , , , , ]]
அந்நியன்:[[அந்நி, ய், அன், , , , , , , , , ], [அந், ந், இயன், , , , , , , , , ], [அந்நிய், அன், , , , , , , , , , ]]
அந்நியன்:[[அந்நி, ய், அன், , , , , , , , , ], [அந், ந், இயன், , , , , , , , , ], [அந்நிய், அன், , , , , , , , , , ]]
அந்நியன்:[[அந்நி, ய், அன், , , , , , , , , ], [அந், ந், இயன், , , , , , , , , ], [அந்நிய், அன், , , , , , , , , , ]]
அந்நியப்படு:[[அந்நியப்படு, null, , , , , , , , , , ]]
அந்நியமாதல்:[[அந்நியமாதல், null, , , , , , , , , , ]]
அந்நியம்:[[அந்நி, ய், அம், , , , , , , , , ], [அந், ந், இயம், , , , , , , , , ], [அந்நிய், அம், , , , , , , , , , ]]
அந்நியம்:[[அந்நி, ய், அம், , , , , , , , , ], [அந், ந், இயம், , , , , , , , , ], [அந்நிய், அம், , , , , , , , , , ]]
அந்நியம்:[[அந்நி, ய், அம், , , , , , , , , ], [அந், ந், இயம், , , , , , , , , ], [அந்நிய், அம், , , , , , , , , , ]]
அனங்கக:[[அனங்கக, null, , , , , , , , , , ]]
